C1=CC=C(C=C1)C(CN)O	[Compound(1000)]	2-amino-1-phenylethanol
CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)O)NC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	[Compound(121225527)]	[(2R,3R,4R,5S,6R)-3-acetamido-5-[(2S,3S,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [oxido-[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy]phosphoryl] phosphate
CC1=C2C=C3[C@@]([C@@H](C(=N3)C=C4[C@@]([C@@H](C(=CC5=NC(=CC(=C1CCC(=O)O)[N-]2)C(=C5C)CCC(=O)O)[N-]4)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O.[Fe]	[Compound()]	None
CC1=C(C(CC=C1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C	[Compound(121225537)]	(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)nona-2,4,6,8-tetraenoate
CCCCC/C=C\C[C@H]1[C@@H](O1)/C=C/[C@H](C/C=C\CCCC(=O)[O-])O	[Compound(121225549)]	(5Z,8S,9E)-8-hydroxy-10-[(2S,3S)-3-[(Z)-oct-2-enyl]oxiran-2-yl]deca-5,9-dienoate
C1C(=C(C(=O)C[C@]1(CO)O)[O-])O	[Compound(121225552)]	(4R)-2,4-dihydroxy-4-(hydroxymethyl)-6-oxocyclohexen-1-olate
CCCOC(=O)C1=CC=C(C=C1)OS(=O)(=O)O	[Compound(121225983)]	propyl 4-sulfooxybenzoate
[2H]C1=C2[C@](CC(C1=O)([2H])[2H])(C3CC[C@]4(C(C3CC2([2H])[2H])CC[C@]4(C#C)O)CC)[2H]	[Compound(121231040)]	(10R,13S,17R)-2,2,4,6,6,10-hexadeuterio-13-ethyl-17-ethynyl-17-hydroxy-7,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-3-one
CS(=O)CCCCCCCC#N	[Compound(121232644)]	8-methylsulfinyloctanenitrile
CS(=O)CCCCCCCCC(=O)O	[Compound(121232646)]	9-methylsulfinylnonanoic acid
CC(CCC[C@@H]1[C@H](CCC1=O)CC(=O)O)OS(=O)(=O)O	[Compound(121232651)]	2-[(1R,2R)-3-oxo-2-(4-sulfooxypentyl)cyclopentyl]acetic acid
C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](COC(=O)CCCCCCCC(=O)O)O	[Compound(121232657)]	[(2R)-3-(8-carboxyoctanoyloxy)-2-hydroxypropyl] 2-(trimethylazaniumyl)ethyl phosphate
C(C(C(C=N)O)O)O	[Compound(121232659)]	4-iminobutane-1,2,3-triol
C(C(C(C(C(=N)CO)O)O)O)O	[Compound(121232661)]	5-iminohexane-1,2,3,4,6-pentol
CC/C=C/C(C#CCC(C=C)O)O	[Compound(121232665)]	(8E)-undeca-1,8-dien-5-yne-3,7-diol
CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)NCCS(=O)(=O)O)OO	[Compound(121232668)]	2-[[(5Z,8Z,10E,12S,14Z)-12-hydroperoxyicosa-5,8,10,14-tetraenoyl]amino]ethanesulfonic acid
C[C@@]1(CC[C@@H]([C@@]2([C@]13[C@@H]([C@@H](C[C@H]2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C5=CN=CC=C5)C)OC(=O)C6=CC=CC=C6)O	[Compound(121232676)]	[(1S,2S,5S,6S,7R,9R,12R)-5,7-dibenzoyloxy-2-hydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.01,6]dodecan-12-yl] pyridine-3-carboxylate
CC(CCCCC(C)C(=O)O)COC(=O)C1=CC=CC=C1C(=O)O	[Compound(121232680)]	2-(7-carboxy-2-methyloctoxy)carbonylbenzoic acid
CC(CCCC(C)C(=O)O)COC(=O)C1=CC=CC=C1C(=O)O	[Compound(121232681)]	2-(6-carboxy-2-methylheptoxy)carbonylbenzoic acid
CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)NC(=O)C)O)NC(=O)C	[Compound(121232697)]	[(2R,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3S,4S,5R,6R)-4-[(2R,3S,4S,5S,6R)-3-[(2R,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,3S,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [oxido-[(6Z,10E,14E)-3,7,11,15,19-pentamethylicosa-6,10,14,18-tetraenoxy]phosphoryl] phosphate
CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)NC(=O)C)O)NC(=O)C	[Compound(121232700)]	[(2R,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3S,4S,5R,6R)-4-[(2R,3S,4S,5S,6R)-3-[(2R,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,3S,4S,5R,6R)-4-[(2R,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [hydroxy-[(6Z,10E,14E)-3,7,11,15,19-pentamethylicosa-6,10,14,18-tetraenoxy]phosphoryl] hydrogen phosphate
CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)NC(=O)C)O)NC(=O)C	[Compound(121232703)]	[(2R,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3S,4S,5R,6R)-4-[(2R,3S,4S,5S,6R)-3-[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,3S,4S,5R,6R)-4-[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-[[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [oxido-[(6Z,10E,14E)-3,7,11,15,19-pentamethylicosa-6,10,14,18-tetraenoxy]phosphoryl] phosphate
CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)NC(=O)C)O)NC(=O)C	[Compound(121232704)]	[(2R,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3S,4S,5R,6R)-4-[(2R,3S,4S,5S,6R)-3-[(2R,3S,4S,5S,6R)-3-[(2R,3S,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,3S,4S,5R,6R)-4-[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-[[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [oxido-[(6Z,10E,14E)-3,7,11,15,19-pentamethylicosa-6,10,14,18-tetraenoxy]phosphoryl] phosphate
CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)NC(=O)C)O)NC(=O)C	[Compound(121232708)]	[(2R,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3S,4S,5R,6R)-4-[(2R,3S,4S,5S,6R)-3-[(2R,3S,4S,5S,6R)-3-[(2R,3S,4S,5R,6R)-4-[(2R,3R,4S,5R,6R)-4-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,3S,4S,5R,6R)-4-[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-[[(2S,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl] [oxido-[(6Z,10E,14E)-3,7,11,15,19-pentamethylicosa-6,10,14,18-tetraenoxy]phosphoryl] phosphate
CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@H](/C=C/CCCCCCCCC(C)CC)O	[Compound(121232718)]	N-[(E,2S,3R)-3-hydroxy-14-methyl-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexadec-4-en-2-yl]tricosanamide
COC1=C(C=C(C=C1)C=O)O	[Compound(12127)]	3-hydroxy-4-methoxybenzaldehyde
CN(C)CCN(C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C5CC5)OC	[Compound(121280087)]	N-[5-[[4-(1-cyclopropylindol-3-yl)pyrimidin-2-yl]amino]-2-[2-(dimethylamino)ethyl-methylamino]-4-methoxyphenyl]prop-2-enamide
CCCN(CCC)N=O	[Compound(12130)]	N,N-dipropylnitrous amide
C[C@@H](C1=NC(=NN1C2=CC(=CC=C2)Cl)CN3C(=O)N(C(=N3)C4=CC=C(C=C4)Cl)C[C@@H](C(F)(F)F)O)O	[Compound(121301508)]	5-(4-chlorophenyl)-2-[[1-(3-chlorophenyl)-5-[(1S)-1-hydroxyethyl]-1,2,4-triazol-3-yl]methyl]-4-[(2S)-3,3,3-trifluoro-2-hydroxypropyl]-1,2,4-triazol-3-one
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4	[Compound(121304016)]	2-ethylbutyl (2S)-2-[[[(2R,3S,4R,5R)-5-(4-aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxyoxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate
CC(C)(C)NC1CCN(CC1)C2=CC(=NC3=CC=CC=C32)NCC4=CC=C(C=C4)Cl	[Compound(121305180)]	4-[4-(tert-butylamino)piperidin-1-yl]-N-[(4-chlorophenyl)methyl]quinolin-2-amine
C1=C2C(=NC=NN2C(=C1)[C@]3([C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)C#N)N	[Compound(121310009)]	[(2R,3S,4R,5R)-5-(4-aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate
C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N2	[Compound(12132)]	2-benzyl-1H-benzimidazole
CC1=C(C2=C(C(=C1OC)C=O)O[C@@H](CC2=O)C3=CC=CC=C3)O	[Compound(12132943)]	(2S)-5-hydroxy-7-methoxy-6-methyl-4-oxo-2-phenyl-2,3-dihydrochromene-8-carbaldehyde
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@H]4[C@@]3(C=CC(=O)C4)C	[Compound(12133279)]	(5R,8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-4,5,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2[C@H]4[C@H](O4)[C@@]56[C@]3(CC[C@@]7([C@H]5CC(=C)CC7)C(=O)O6)C)C)(CO)O)O	[Compound(12134773)]	(1S,2S,4S,5R,6R,9S,10S,11R,14R,15S,18S,23R)-9,10-dihydroxy-10-(hydroxymethyl)-6,14,15-trimethyl-21-methylidene-3,24-dioxaheptacyclo[16.5.2.01,15.02,4.05,14.06,11.018,23]pentacosan-25-one
C[C@@H]1C[C@@H]([C@@]2([C@@H]([C@@]1(C)C[C@@H](C3=CC(=O)OC3)O)[C@@H](CC[C@]24CO4)OC(=O)C)COC(=O)C)OC(=O)C	[Compound(12136678)]	[(1R,4R,4aR,5S,7R,8S,8aR)-1,5-diacetyloxy-8-[(2S)-2-hydroxy-2-(5-oxo-2H-furan-3-yl)ethyl]-7,8-dimethylspiro[2,3,5,6,7,8a-hexahydro-1H-naphthalene-4,2'-oxirane]-4a-yl]methyl acetate
COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@H](CO4)O)O)O)O)O	[Compound(12137511)]	(2S,3R,4S,5S)-2-[5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)chromenylium-3-yl]oxyoxane-3,4,5-triol
CC1=CN=C(S1)C2=CC(=CC(=C2)O[C@@H]3CCOC3)C(=O)N[C@H](C)C4=CN=C(N=C4)C(F)(F)F	[Compound(121397587)]	3-(5-methyl-1,3-thiazol-2-yl)-5-[(3R)-oxolan-3-yl]oxy-N-[(1R)-1-[2-(trifluoromethyl)pyrimidin-5-yl]ethyl]benzamide
CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C	[Compound(121408882)]	6,6-dimethyl-2-[2-[(2-methylpyrazol-3-yl)amino]pyrimidin-4-yl]-5-(2-morpholin-4-ylethyl)thieno[2,3-c]pyrrol-4-one
CN1CCC[C@H]1C2=CN=CC=C2.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O	[Compound(121455)]	(2S,3S)-2,3-dihydroxybutanedioic acid;3-[(2S)-1-methylpyrrolidin-2-yl]pyridine
COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)C[S@](=N)(=O)C	[Compound(121488167)]	4-(4-fluoro-2-methoxyphenyl)-N-[3-[(methylsulfonimidoyl)methyl]phenyl]-1,3,5-triazin-2-amine
COCCOCCCC(=O)NCCCC[C@@H](C(=O)O)N	[Compound(121488170)]	(2S)-2-amino-6-[4-(2-methoxyethoxy)butanoylamino]hexanoic acid
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O[C@H]3C[C@@H](O[C@@H]3COP(=O)(O)O[C@H]4C[C@@H](O[C@@H]4COP(=O)(O)O[C@H]5C[C@@H](O[C@@H]5COP(=O)(O)O[C@H]6C[C@@H](O[C@@H]6COP(=O)(O)O[C@H]7C[C@@H](O[C@@H]7COP(=S)(O)O[C@H]8C[C@@H](O[C@@H]8COP(=S)(O)O[C@H]9C[C@@H](O[C@@H]9COP(=S)(O)O[C@H]1C[C@@H](O[C@@H]1CO)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C(N=CN=C21)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=CC(=NC1=O)N)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=O)NC1=O)C)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=CC(=NC1=O)N)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=CC(=NC1=O)N)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C(N=CN=C21)N)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=CC(=NC1=O)N)O	[Compound(121492440)]	[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-[[(2R,3S,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphinothioyl]oxyoxolan-2-yl]methoxy-hydroxyphosphinothioyl]oxyoxolan-2-yl]methoxy-hydroxyphosphinothioyl]oxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(6-aminopurin-9-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(4-amino-2-oxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(4-amino-2-oxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(4-amino-2-oxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(6-aminopurin-9-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-5-(4-amino-2-oxopyrimidin-1-yl)oxolan-2-yl]methyl [(2R,3S,5R)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-yl]oxy-hydroxyphosphinothioyl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphinothioyl]oxymethyl]-5-(6-aminopurin-9-yl)oxolan-3-yl]oxy-hydroxyphosphinothioyl]oxymethyl]-5-(6-aminopurin-9-yl)oxolan-3-yl] hydrogen phosphate
CCN(CC)CCOC(=O)C1(CCCC1)C2=CC(=C(C=C2)C)C.Cl	[Compound(121564)]	2-(diethylamino)ethyl 1-(3,4-dimethylphenyl)cyclopentane-1-carboxylate;hydrochloride
